0.000000000000000000e+00 1.619999999999999929e+01
0.000000000000000000e+00 1.900000000000000000e+01
0.000000000000000000e+00 2.760000000000000142e+01
0.000000000000000000e+00 4.020000000000000284e+01
0.000000000000000000e+00 7.940000000000000568e+01
0.000000000000000000e+00 9.420000000000000284e+01
0.000000000000000000e+00 1.038000000000000114e+02
0.000000000000000000e+00 1.310999999999999943e+02
0.000000000000000000e+00 2.230000000000000000e+02
0.000000000000000000e+00 2.534000000000000057e+02
0.000000000000000000e+00 2.741000000000000227e+02
0.000000000000000000e+00 2.814000000000000341e+02
0.000000000000000000e+00 2.909000000000000341e+02
0.000000000000000000e+00 3.031000000000000227e+02
0.000000000000000000e+00 3.031999999999999886e+02
0.000000000000000000e+00 3.623000000000000114e+02
0.000000000000000000e+00 4.013000000000000114e+02
0.000000000000000000e+00 4.031000000000000227e+02
0.000000000000000000e+00 4.260000000000000000e+02
0.000000000000000000e+00 4.505000000000000000e+02
0.000000000000000000e+00 5.037000000000000455e+02
0.000000000000000000e+00 5.245000000000000000e+02
0.000000000000000000e+00 5.377000000000000455e+02
0.000000000000000000e+00 6.152000000000000455e+02
0.000000000000000000e+00 6.243000000000000682e+02
0.000000000000000000e+00 6.718000000000000682e+02
0.000000000000000000e+00 7.429000000000000909e+02
0.000000000000000000e+00 8.909000000000000909e+02
0.000000000000000000e+00 8.946000000000000227e+02
0.000000000000000000e+00 9.701000000000000227e+02
0.000000000000000000e+00 9.994000000000000909e+02
0.000000000000000000e+00 1.089299999999999955e+03
0.000000000000000000e+00 1.105400000000000091e+03
0.000000000000000000e+00 1.121400000000000091e+03
0.000000000000000000e+00 1.124200000000000045e+03
0.000000000000000000e+00 1.195600000000000136e+03
0.000000000000000000e+00 1.208600000000000136e+03
0.000000000000000000e+00 1.229700000000000045e+03
0.000000000000000000e+00 1.258500000000000000e+03
0.000000000000000000e+00 1.271700000000000045e+03
0.000000000000000000e+00 1.298000000000000000e+03
0.000000000000000000e+00 1.494600000000000136e+03
0.000000000000000000e+00 1.574500000000000000e+03
0.000000000000000000e+00 1.574800000000000182e+03
0.000000000000000000e+00 1.645100000000000136e+03
0.000000000000000000e+00 1.645500000000000000e+03
0.000000000000000000e+00 1.652900000000000091e+03
0.000000000000000000e+00 1.668700000000000045e+03
0.000000000000000000e+00 1.681300000000000182e+03
0.000000000000000000e+00 1.685500000000000000e+03
0.000000000000000000e+00 1.718800000000000182e+03
0.000000000000000000e+00 1.737500000000000000e+03
0.000000000000000000e+00 1.885300000000000182e+03
0.000000000000000000e+00 1.911000000000000000e+03
0.000000000000000000e+00 1.936000000000000000e+03
0.000000000000000000e+00 2.002200000000000045e+03
0.000000000000000000e+00 2.130700000000000273e+03
